ticker,weight,score,claim_count,structural_weight
PPL,0.03333333333333333,0.7933333333333333,6,0.0
DIS,0.03333333333333333,0.7571428571428572,7,0.0
MHFI,0.03333333333333333,0.74,5,0.0
AMS,0.03333333333333333,0.7333333333333334,6,0.0
AAPL,0.03333333333333333,0.7285714285714286,7,0.0
ORLY,0.03333333333333333,0.7128571428571429,7,0.0
SAP,0.03333333333333333,0.7041666666666666,6,0.0
AVGO,0.03333333333333333,0.7000000000000001,6,0.0
AMZN,0.03333333333333333,0.7,5,0.0
CCEP,0.03333333333333333,0.7,5,0.0
CSL,0.03333333333333333,0.695,10,0.0
SWKS,0.03333333333333333,0.695,6,0.0
PAYX,0.03333333333333333,0.6914285714285714,7,0.0
XLNX,0.03333333333333333,0.688,5,0.0
CPI,0.03333333333333333,0.6871428571428572,7,0.0
FFIV,0.03333333333333333,0.6780000000000002,10,0.0
BAYN,0.03333333333333333,0.6749999999999999,6,0.0
STJ,0.03333333333333333,0.6733333333333333,6,0.0
ASML,0.03333333333333333,0.67125,8,0.0
UTHR,0.03333333333333333,0.66875,8,0.0
KR,0.03333333333333333,0.6675,8,0.0
BA,0.03333333333333333,0.6666666666666666,6,0.0
SHP,0.03333333333333333,0.6666666666666666,6,0.0
ABBV,0.03333333333333333,0.6633333333333334,9,0.0
CCI,0.03333333333333333,0.6618750000000001,8,0.0
CVS,0.03333333333333333,0.6599999999999999,5,0.0
CHD,0.03333333333333333,0.65875,8,0.0
CL,0.03333333333333333,0.65875,8,0.0
IFC,0.03333333333333333,0.6571428571428573,7,0.0
META,0.03333333333333333,0.657,10,0.0
