ticker,weight,score,claim_count,structural_weight
PPL,0.019915370632648227,0.7933333333333333,6,0.0
DIS,0.019006866330078444,0.7571428571428572,7,0.0
MHFI,0.01857652218675591,0.74,5,0.0
AMS,0.018409166131019374,0.7333333333333334,6,0.0
AAPL,0.01828962609120756,0.7285714285714286,7,0.0
ORLY,0.01789514395982857,0.7128571428571429,7,0.0
SAP,0.017676983387172007,0.7041666666666666,6,0.0
AVGO,0.017572385852336673,0.7000000000000001,6,0.0
AMZN,0.01757238585233667,0.7,5,0.0
CCEP,0.01757238585233667,0.7,5,0.0
CSL,0.017446868810534265,0.695,10,0.0
SWKS,0.017446868810534265,0.695,6,0.0
PAYX,0.017357213780675406,0.6914285714285714,7,0.0
XLNX,0.0172711449520109,0.688,5,0.0
CPI,0.017249627744844776,0.6871428571428572,7,0.0
FFIV,0.017020110868406095,0.6780000000000002,10,0.0
BAYN,0.016944800643324646,0.6749999999999999,6,0.0
STJ,0.016902961629390513,0.6733333333333333,6,0.0
ASML,0.016850662861972846,0.67125,8,0.0
UTHR,0.016787904341071642,0.66875,8,0.0
KR,0.01675652508062104,0.6675,8,0.0
BA,0.016735605573653972,0.6666666666666666,6,0.0
SHP,0.016735605573653972,0.6666666666666666,6,0.0
ABBV,0.016651927545785705,0.6633333333333334,9,0.0
CCI,0.016615318408593337,0.6618750000000001,8,0.0
CVS,0.01656824951791743,0.6599999999999999,5,0.0
CHD,0.01653687025746683,0.65875,8,0.0
CL,0.01653687025746683,0.65875,8,0.0
IFC,0.01649652549403035,0.6571428571428573,7,0.0
META,0.016492939292835993,0.657,10,0.0
COL,0.01648457149004916,0.6566666666666666,6,0.0
ROG,0.016417629067754545,0.6539999999999999,15,0.0
ITV,0.016379973955213827,0.6525,6,0.0
CON,0.016317215434312627,0.6500000000000001,8,0.0
MO,0.01628135342236908,0.6485714285714286,7,0.0
FL,0.01626700861759166,0.6479999999999999,5,0.0
LKQ,0.01626700861759166,0.6479999999999999,5,0.0
MC,0.016254456913411423,0.6475000000000001,6,0.0
COLOB,0.01622307765296082,0.64625,8,0.0
INTU,0.01619169839251022,0.645,8,0.0
STZ,0.01619169839251022,0.645,6,0.0
IT,0.01615583638056668,0.6435714285714287,14,0.0
ALXN,0.016137905374594905,0.6428571428571429,7,0.0
ENB,0.016128939871609013,0.6424999999999998,8,0.0
SVT,0.016066181350707816,0.64,9,0.0
CELG,0.01591556090054493,0.634,5,0.0
MAR,0.01590928504845481,0.63375,8,0.0
FAST,0.015898825294971275,0.6333333333333333,6,0.0
HRB,0.015898825294971275,0.6333333333333333,6,0.0
MTD,0.015898825294971275,0.6333333333333333,6,0.0
DD,0.015815147267103005,0.63,5,0.0
NESN,0.015748204844808385,0.6273333333333332,15,0.0
005930,0.01574192899271827,0.6270833333333334,12,0.0
QIA,0.015739837042021563,0.627,10,0.0
REE,0.015739837042021563,0.627,10,0.0
SBUX,0.015731469239234734,0.6266666666666666,9,0.0
HNR1,0.01566871071833353,0.6241666666666666,6,0.0
KBC,0.015599975195441738,0.6214285714285713,7,0.0
AGU,0.015536220507542107,0.6188888888888889,9,0.0
WFC,0.015501354662596991,0.6174999999999999,8,0.0
